derived_id,goal_id,period_id,range_position_score,status_band,underfunded_flag,overfunded_flag,allocation_efficiency_ratio,probability_of_hitting_target,time_to_green_estimate,weighted_goal_status_score,allocation_fitness_score
324,14,12,0.6620736616467311,orange_high,False,True,0.21583600941446657,0.1,1,0.6620736616467311,0.0
325,14,13,0.528862936139851,green,False,False,0.17658815083874974,0.1,0,0.528862936139851,1.0
326,14,14,0.49537517724432445,green,False,False,0.17399776338608197,0.1,0,0.49537517724432445,1.0
327,14,15,0.47164965969359607,green,False,False,0.20974681925932895,0.5,0,0.47164965969359607,1.0
328,14,16,0.49328743068422864,green,False,False,0.2290521383580245,0.5,0,0.49328743068422864,1.0
329,14,17,0.3488269451895885,orange_low,False,False,0.17357685057513764,0.1,1,0.3488269451895885,0.0
330,14,18,0.05,red_low,False,False,0.19273069828469203,0.1,1,0.05,0.0
331,14,19,0.30614213365866977,orange_low,False,False,0.1860934101321816,0.1,1,0.30614213365866977,0.0
332,14,20,0.16908937218926928,orange_low,False,False,0.1893857663083743,0.1,1,0.16908937218926928,0.0
333,14,21,0.05,red_low,False,False,0.19952415596797274,0.1,1,0.05,0.0
334,14,22,0.05,red_low,False,False,0.18185051939750987,0.1,1,0.05,0.0
335,14,23,0.05,red_low,False,False,0.1585573475351524,0.1,1,0.05,0.0
336,14,24,0.14633576179913244,orange_low,False,False,0.16648595943200958,0.0,1,0.14633576179913244,0.0
337,15,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
338,15,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
339,15,3,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
340,15,4,0.05,red_low,True,False,0.044866655528252426,0.1,4,0.05,0.0
341,15,5,0.05,red_low,True,False,0.06841780194696868,0.1,4,0.05,0.0
342,15,6,0.05,red_low,True,False,0.12893669519869663,0.1,4,0.05,0.0
343,15,7,0.05,red_low,True,False,0.789977811780878,0.1,4,0.05,0.0
344,15,8,0.05,red_low,True,False,0.18116816176720502,0.1,4,0.05,0.0
345,15,9,0.05,red_low,True,False,0.1459980226218804,0.1,4,0.05,0.0
346,15,10,0.05,red_low,True,False,0.21521826771648592,0.1,5,0.05,0.0
347,15,11,0.05,red_low,True,False,0.42567049864411133,0.1,5,0.05,0.0
348,15,12,0.05,red_low,True,False,0.28225720566019485,0.1,5,0.05,0.0
349,15,13,0.05,red_low,False,False,0.1336065134806078,0.1,2,0.05,0.0
350,15,14,0.5095297150909883,green,False,False,0.12359055205453971,0.1,0,0.5095297150909883,1.0
351,15,15,0.5149626702789769,green,False,False,0.17748531374226761,0.1,0,0.5149626702789769,1.0
352,15,16,0.05,red_low,False,False,0.3419695298756488,0.1,1,0.05,0.0
353,15,17,0.3094468896137045,orange_low,False,False,0.25146359076349545,0.1,1,0.3094468896137045,0.0
354,15,18,0.4576948370386452,green,False,False,0.21633379729995655,0.1,0,0.4576948370386452,1.0
355,15,19,0.2928917632180906,orange_low,False,False,0.16781466281913981,0.1,1,0.2928917632180906,0.0
356,15,20,0.534998663283026,green,False,False,0.2376375905785019,0.1,0,0.534998663283026,1.0
357,15,21,0.28932089762297764,orange_low,False,False,0.25789851480210874,0.1,1,0.28932089762297764,0.0
358,15,22,0.05,red_low,False,False,0.2089524560042759,0.1,1,0.05,0.0
359,15,23,0.4762714178724089,green,False,False,0.23655364635895113,0.1,0,0.4762714178724089,1.0
360,15,24,0.468007351641279,green,False,False,0.19673391189320355,0.0,0,0.468007351641279,1.0
361,16,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
362,16,2,0.95,red_high,False,True,1.0,0.1,3,0.95,0.0
363,16,3,0.7020227413531497,orange_high,False,True,1.0,0.1,1,0.7020227413531497,0.0
364,16,4,0.95,red_high,False,True,0.012475874409314885,0.1,3,0.95,0.0
365,16,5,0.95,red_high,False,True,0.018944389171866104,0.1,2,0.95,0.0
366,16,6,0.95,red_high,False,True,0.04120819780533403,0.1,2,0.95,0.0
367,16,7,0.95,red_high,False,True,0.5635210931174429,0.1,2,0.95,0.0
368,16,8,0.95,red_high,False,True,0.06128256764407346,0.1,3,0.95,0.0
369,16,9,0.95,red_high,False,True,0.04850875175506872,0.1,4,0.95,0.0
370,16,10,0.95,red_high,False,True,0.05726359944689261,0.1,3,0.95,0.0
371,16,11,0.95,red_high,False,True,0.23329375424575646,0.1,3,0.95,0.0
372,16,12,0.95,red_high,False,True,0.12309707669165307,0.1,5,0.95,0.0
373,16,13,0.95,red_high,False,True,0.09003186605878667,0.1,5,0.95,0.0
374,16,14,0.95,red_high,False,True,0.08263484868772855,0.1,4,0.95,0.0
375,16,15,0.95,red_high,False,True,0.10868700240720068,0.1,4,0.95,0.0
376,16,16,0.95,red_high,False,True,0.11718007865905154,0.1,5,0.95,0.0
377,16,17,0.95,red_high,False,True,0.10195063400070734,0.1,5,0.95,0.0
378,16,18,0.95,red_high,False,True,0.09387064641981614,0.1,4,0.95,0.0
379,16,19,0.95,red_high,False,True,0.0950413754934887,0.1,5,0.95,0.0
380,16,20,0.95,red_high,False,True,0.12913018304140186,0.1,4,0.95,0.0
381,16,21,0.95,red_high,False,True,0.08800655464781443,0.1,7,0.95,0.0
382,16,22,0.95,red_high,False,True,0.10626014201228136,0.1,4,0.95,0.0
383,16,23,0.95,red_high,False,True,0.09119400509939701,0.1,5,0.95,0.0
384,16,24,0.95,red_high,False,True,0.09561742082092563,0.0,7,0.95,0.0
385,17,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
386,17,2,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
387,17,3,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
388,17,4,0.95,red_high,False,True,0.043070135300510654,0.1,1,0.95,0.0
389,17,5,0.95,red_high,False,True,0.052096156402498095,0.1,2,0.95,0.0
390,17,6,0.95,red_high,False,True,0.0905427024430822,0.1,2,0.95,0.0
391,17,7,0.95,red_high,False,True,0.6115966050030583,0.1,2,0.95,0.0
392,17,8,0.95,red_high,False,True,0.1521413044526295,0.1,2,0.95,0.0
393,17,9,0.95,red_high,False,True,0.15003500526374253,0.1,1,0.95,0.0
394,17,10,0.95,red_high,False,True,0.1766308889029643,0.1,1,0.95,0.0
395,17,11,0.5473330929625094,green,False,False,0.3665688334998875,0.1,0,0.5473330929625094,1.0
396,17,12,0.7095897458596032,orange_high,False,True,0.22240792244273452,0.1,1,0.7095897458596032,0.0
397,17,13,0.686168539128685,orange_high,False,True,0.14604533863002572,0.1,1,0.686168539128685,0.0
398,17,14,0.497794296993876,green,False,False,0.17565368105735898,0.1,0,0.497794296993876,1.0
399,17,15,0.5113054701282692,green,False,False,0.2573446052590141,0.3,0,0.5113054701282692,1.0
400,17,16,0.4724593425957186,green,False,False,0.2562692161047824,0.1,0,0.4724593425957186,1.0
401,17,17,0.3275614691989964,orange_low,False,False,0.19539646527070498,0.1,1,0.3275614691989964,0.0
402,17,18,0.3192442483600242,orange_low,False,False,0.17584569142267925,0.1,1,0.3192442483600242,0.0
403,17,19,0.05,red_low,False,False,0.22471991225757698,0.1,1,0.05,0.0
404,17,20,0.4799977736202096,green,False,False,0.20203930956350447,0.1,0,0.4799977736202096,1.0
405,17,21,0.244599114121689,orange_low,False,False,0.1659629076228835,0.1,1,0.244599114121689,0.0
406,17,22,0.05,red_low,False,False,0.19957335935622278,0.1,1,0.05,0.0
407,17,23,0.05,red_low,False,False,0.22555467194965254,0.1,1,0.05,0.0
408,17,24,0.2339345973817833,orange_low,False,False,0.20448357043725673,0.0,1,0.2339345973817833,0.0
409,18,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
410,18,2,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
411,18,3,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
412,18,4,0.95,red_high,False,True,0.05522125767246674,0.1,2,0.95,0.0
413,18,5,0.95,red_high,False,True,0.08593865714969977,0.1,2,0.95,0.0
414,18,6,0.95,red_high,False,True,0.13420266758386232,0.1,2,0.95,0.0
415,18,7,0.95,red_high,False,True,0.5947033590807485,0.1,2,0.95,0.0
416,18,8,0.95,red_high,False,True,0.17848866233644933,0.1,1,0.95,0.0
417,18,9,0.95,red_high,False,True,0.17761772989683644,0.1,1,0.95,0.0
418,18,10,0.95,red_high,False,True,0.2129310844844974,0.1,1,0.95,0.0
419,18,11,0.95,red_high,False,True,0.3592134101404743,0.1,1,0.95,0.0
420,18,12,0.95,red_high,False,True,0.250757388074194,0.1,1,0.95,0.0
421,18,13,0.95,red_high,False,True,0.22697064269143952,0.1,1,0.95,0.0
422,18,14,0.48565847149651425,green,False,False,0.21790352844937133,0.1,0,0.48565847149651425,1.0
423,18,15,0.48297632287043724,green,False,False,0.23348948412298562,0.1,0,0.48297632287043724,1.0
424,18,16,0.05,red_low,False,False,0.26164262184059006,0.1,1,0.05,0.0
425,18,17,0.05,red_low,False,False,0.23311856984167692,0.1,1,0.05,0.0
426,18,18,0.05,red_low,False,False,0.23898463768616862,0.1,1,0.05,0.0
427,18,19,0.05,red_low,False,False,0.22489306758195066,0.1,1,0.05,0.0
428,18,20,0.29483361206475345,orange_low,False,False,0.22284047311771793,0.1,1,0.29483361206475345,0.0
429,18,21,0.05,red_low,False,False,0.2569716085422516,0.1,2,0.05,0.0
430,18,22,0.05,red_low,False,False,0.2697281274423204,0.1,1,0.05,0.0
431,18,23,0.05,red_low,False,False,0.19435451392655076,0.1,1,0.05,0.0
432,18,24,0.05,red_low,False,False,0.2068335300376555,0.0,1,0.05,0.0
433,19,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
434,19,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
435,19,3,0.05,red_low,True,False,1.0,0.1,6,0.05,0.0
436,19,4,0.05,red_low,True,False,0.026609796510910864,0.1,5,0.05,0.0
437,19,5,0.05,red_low,True,False,0.04640577847683023,0.1,5,0.05,0.0
438,19,6,0.05,red_low,True,False,0.05861027846109476,0.1,4,0.05,0.0
439,19,7,0.05,red_low,True,False,0.5659885774522488,0.1,5,0.05,0.0
440,19,8,0.05,red_low,True,False,0.1361567446904536,0.1,6,0.05,0.0
441,19,9,0.05,red_low,True,False,0.10269727024084344,0.1,5,0.05,0.0
442,19,10,0.05,red_low,True,False,0.11666810823127736,0.1,5,0.05,0.0
443,19,11,0.05,red_low,True,False,0.06842164717940345,0.1,5,0.05,0.0
444,19,12,0.05,red_low,True,False,0.10879878844120383,0.1,5,0.05,0.0
445,19,13,0.05,red_low,True,False,0.32257231547346427,0.1,6,0.05,0.0
446,19,14,0.05,red_low,True,False,0.1856290079502437,0.1,6,0.05,0.0
447,19,15,0.05,red_low,True,False,0.04406208275399479,0.1,6,0.05,0.0
448,19,16,0.05,red_low,True,False,0.05039912754258024,0.1,6,0.05,0.0
449,19,17,0.05,red_low,True,False,0.09150280435163007,0.1,6,0.05,0.0
450,19,18,0.05,red_low,True,False,0.11001799978157138,0.1,6,0.05,0.0
451,19,19,0.05,red_low,True,False,0.07545143509579057,0.1,5,0.05,0.0
452,19,20,0.05,red_low,True,False,0.06522294981787359,0.1,5,0.05,0.0
453,19,21,0.05,red_low,True,False,0.0727885595863793,0.1,4,0.05,0.0
454,19,22,0.05,red_low,True,False,0.3551412755926337,0.1,4,0.05,0.0
455,19,23,0.05,red_low,True,False,0.15408135016519559,0.1,4,0.05,0.0
456,19,24,0.05,red_low,True,False,0.1357747615284797,0.0,4,0.05,0.0
457,20,1,0.05,red_low,True,False,1.0,0.1,5,0.05,0.0
458,20,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
459,20,3,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
460,20,4,0.05,red_low,True,False,0.04380562798968347,0.1,4,0.05,0.0
461,20,5,0.05,red_low,True,False,0.062469664273119174,0.1,4,0.05,0.0
462,20,6,0.05,red_low,True,False,0.16209031687044254,0.1,5,0.05,0.0
463,20,7,0.05,red_low,True,False,0.5390472246060481,0.1,4,0.05,0.0
464,20,8,0.05,red_low,True,False,0.1722111173318704,0.1,4,0.05,0.0
465,20,9,0.05,red_low,True,False,0.18874902594637777,0.1,5,0.05,0.0
466,20,10,0.05,red_low,True,False,0.2218090452763993,0.1,5,0.05,0.0
467,20,11,0.05,red_low,True,False,0.27628772041593963,0.1,5,0.05,0.0
468,20,12,0.05,red_low,True,False,0.330938295328898,0.1,5,0.05,0.0
469,20,13,0.05,red_low,False,False,0.1149232772202418,0.1,2,0.05,0.0
470,20,14,0.5461417377514755,green,False,False,0.11239870106891944,0.1,0,0.5461417377514755,1.0
471,20,15,0.5145190970454137,green,False,False,0.16232898392498085,0.1,0,0.5145190970454137,1.0
472,20,16,0.05,red_low,False,False,0.3791055312658859,0.1,1,0.05,0.0
473,20,17,0.10227172103991583,orange_low,False,False,0.2065275057531669,0.1,1,0.10227172103991583,0.0
474,20,18,0.49271099300144855,green,False,False,0.16708581731000885,0.1,0,0.49271099300144855,1.0
475,20,19,0.05,red_low,False,False,0.16367934445999563,0.1,1,0.05,0.0
476,20,20,0.5378006444992733,green,False,False,0.21299593017627877,0.1,0,0.5378006444992733,1.0
477,20,21,0.05,red_low,False,False,0.2994866443662201,0.1,1,0.05,0.0
478,20,22,0.05,red_low,False,False,0.22417355165301647,0.1,1,0.05,0.0
479,20,23,0.05,red_low,False,False,0.1690525747011856,0.1,2,0.05,0.0
480,20,24,0.05,red_low,False,False,0.17151105775300776,0.0,1,0.05,0.0
481,21,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
482,21,2,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
483,21,3,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
484,21,4,0.95,red_high,False,True,0.0640682656035955,0.1,2,0.95,0.0
485,21,5,0.95,red_high,False,True,0.10000512699740931,0.1,2,0.95,0.0
486,21,6,0.95,red_high,False,True,0.19270566105697287,0.1,2,0.95,0.0
487,21,7,0.95,red_high,False,True,0.556135379380326,0.3,2,0.95,0.0
488,21,8,0.95,red_high,False,True,0.27370473980768956,0.3,1,0.95,0.0
489,21,9,0.95,red_high,False,True,0.23471157210847576,0.1,1,0.95,0.0
490,21,10,0.95,red_high,False,True,0.28969832421620834,0.1,1,0.95,0.0
491,21,11,0.95,red_high,False,True,0.3709679085533959,0.1,1,0.95,0.0
492,21,12,0.95,red_high,False,True,0.32086556182819387,0.1,1,0.95,0.0
493,21,13,0.95,red_high,False,True,0.23142680099546806,0.1,1,0.95,0.0
494,21,14,0.48290469728857177,green,False,False,0.25012738660339956,0.1,0,0.48290469728857177,1.0
495,21,15,0.4849978388575059,green,False,False,0.30896315536512814,0.1,0,0.4849978388575059,1.0
496,21,16,0.05,red_low,False,False,0.32080888474018177,0.1,1,0.05,0.0
497,21,17,0.05,red_low,False,False,0.28731181665926575,0.1,1,0.05,0.0
498,21,18,0.17442140560290376,orange_low,False,False,0.24331973654927272,0.1,1,0.17442140560290376,0.0
499,21,19,0.05,red_low,False,False,0.24653756317958914,0.1,1,0.05,0.0
500,21,20,0.05,red_low,False,False,0.2775553519733033,0.1,1,0.05,0.0
501,21,21,0.05,red_low,False,False,0.3511396885756977,0.1,1,0.05,0.0
502,21,22,0.05,red_low,False,False,0.2689018188202869,0.1,1,0.05,0.0
503,21,23,0.05,red_low,False,False,0.22809543066820626,0.1,1,0.05,0.0
504,21,24,0.05,red_low,False,False,0.24347345903213527,0.0,1,0.05,0.0
505,22,1,0.7281359040127169,orange_high,False,True,1.0,0.1,1,0.7281359040127169,0.0
506,22,2,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
507,22,3,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
508,22,4,0.95,red_high,False,True,0.03535960562580694,0.1,2,0.95,0.0
509,22,5,0.5304538407149377,green,False,False,0.07397196930395702,0.1,0,0.5304538407149377,1.0
510,22,6,0.95,red_high,False,True,0.11676205313893746,0.1,2,0.95,0.0
511,22,7,0.810507600297302,orange_high,False,True,0.5042031657886218,0.1,1,0.810507600297302,0.0
512,22,8,0.95,red_high,False,True,0.15876244540672438,0.1,3,0.95,0.0
513,22,9,0.95,red_high,False,True,0.1242981249552999,0.1,4,0.95,0.0
514,22,10,0.95,red_high,False,True,0.17765876693996593,0.1,4,0.95,0.0
515,22,11,0.95,red_high,False,True,0.25738829599865204,0.1,4,0.95,0.0
516,22,12,0.95,red_high,False,True,0.24096458434435233,0.3,5,0.95,0.0
517,22,13,0.95,red_high,False,True,0.15875847685411842,0.1,5,0.95,0.0
518,22,14,0.95,red_high,False,True,0.14992075316973696,0.1,5,0.95,0.0
519,22,15,0.95,red_high,False,True,0.197483511552924,0.1,4,0.95,0.0
520,22,16,0.95,red_high,False,True,0.22787562888146476,0.1,5,0.95,0.0
521,22,17,0.95,red_high,False,True,0.21261441007758863,0.1,5,0.95,0.0
522,22,18,0.95,red_high,False,True,0.15385439739742574,0.1,4,0.95,0.0
523,22,19,0.95,red_high,False,True,0.15905751999061632,0.1,6,0.95,0.0
524,22,20,0.95,red_high,False,True,0.2053615905889079,0.1,4,0.95,0.0
525,22,21,0.95,red_high,False,True,0.17657088021403877,0.1,5,0.95,0.0
526,22,22,0.95,red_high,False,True,0.19587393248167673,0.1,7,0.95,0.0
527,22,23,0.95,red_high,False,True,0.1399705730501241,0.1,7,0.95,0.0
528,22,24,0.95,red_high,False,True,0.21543079671448975,0.0,7,0.95,0.0
529,23,1,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
530,23,2,0.8769267921791597,orange_high,False,True,1.0,0.1,1,0.8769267921791597,0.0
531,23,3,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
532,23,4,0.95,red_high,False,True,0.053736275387283546,0.1,2,0.95,0.0
533,23,5,0.95,red_high,False,True,0.08266144688410262,0.1,2,0.95,0.0
534,23,6,0.95,red_high,False,True,0.1269857551599584,0.1,2,0.95,0.0
535,23,7,0.95,red_high,False,True,0.6122454478099357,0.1,3,0.95,0.0
536,23,8,0.95,red_high,False,True,0.17550079075272945,0.1,3,0.95,0.0
537,23,9,0.95,red_high,False,True,0.13562987585490086,0.1,3,0.95,0.0
538,23,10,0.95,red_high,False,True,0.19539144781294523,0.1,4,0.95,0.0
539,23,11,0.95,red_high,False,True,0.40152959345265027,0.1,3,0.95,0.0
540,23,12,0.95,red_high,False,True,0.20310437302320677,0.1,4,0.95,0.0
541,23,13,0.95,red_high,False,True,0.1678646027384953,0.1,4,0.95,0.0
542,23,14,0.95,red_high,False,True,0.14519148966917553,0.1,4,0.95,0.0
543,23,15,0.95,red_high,False,True,0.23266933237314397,0.1,5,0.95,0.0
544,23,16,0.95,red_high,False,True,0.2578144111372976,0.1,5,0.95,0.0
545,23,17,0.95,red_high,False,True,0.18114857134642906,0.1,8,0.95,0.0
546,23,18,0.95,red_high,False,True,0.2054301142192881,0.1,6,0.95,0.0
547,23,19,0.95,red_high,False,True,0.19506816905606594,0.1,5,0.95,0.0
548,23,20,0.95,red_high,False,True,0.2456660584641802,0.1,5,0.95,0.0
549,23,21,0.95,red_high,False,True,0.21660363921667408,0.1,4,0.95,0.0
550,23,22,0.95,red_high,False,True,0.1954725665610426,0.1,4,0.95,0.0
551,23,23,0.95,red_high,False,True,0.1946433355003621,0.1,3,0.95,0.0
552,23,24,0.95,red_high,False,True,0.18733832092729513,0.0,5,0.95,0.0
553,24,1,0.05,red_low,True,False,1.0,0.1,5,0.05,0.0
554,24,2,0.05,red_low,True,False,1.0,0.9,5,0.05,0.0
555,24,3,0.05,red_low,True,False,1.0,0.9,4,0.05,0.0
556,24,4,0.05,red_low,True,False,0.03505115755076948,0.9,4,0.05,0.0
557,24,5,0.05,red_low,True,False,0.06872095225211812,0.9,4,0.05,0.0
558,24,6,0.05,red_low,True,False,0.14381451970246228,0.9,5,0.05,0.0
559,24,7,0.05,red_low,True,False,0.685975444224833,0.9,5,0.05,0.0
560,24,8,0.05,red_low,True,False,0.13217347498749177,0.9,4,0.05,0.0
561,24,9,0.05,red_low,True,False,0.11838348237493332,0.9,4,0.05,0.0
562,24,10,0.05,red_low,True,False,0.2332157066441292,0.9,6,0.05,0.0
563,24,11,0.05,red_low,True,False,0.35700387637511827,0.9,6,0.05,0.0
564,24,12,0.05,red_low,True,False,0.2622357939748312,0.9,5,0.05,0.0
565,24,13,0.05,red_low,True,False,0.04366485352557498,0.1,5,0.05,0.0
566,24,14,0.05,red_low,True,False,0.07450371752666739,0.1,6,0.05,0.0
567,24,15,0.05,red_low,True,False,0.4015056313851083,0.1,5,0.05,0.0
568,24,16,0.05,red_low,True,False,0.06482353740909232,0.1,5,0.05,0.0
569,24,17,0.05,red_low,True,False,0.07557989555461375,0.1,6,0.05,0.0
570,24,18,0.05,red_low,True,False,0.06694947321285961,0.1,5,0.05,0.0
571,24,19,0.05,red_low,True,False,0.18669140876080773,0.1,5,0.05,0.0
572,24,20,0.05,red_low,True,False,0.10168304455289796,0.1,5,0.05,0.0
573,24,21,0.05,red_low,True,False,0.35750856912229134,0.1,5,0.05,0.0
574,24,22,0.05,red_low,True,False,0.18678206366946032,0.1,5,0.05,0.0
575,24,23,0.05,red_low,True,False,0.20487832270776962,0.1,4,0.05,0.0
576,24,24,0.05,red_low,True,False,0.18469527264410524,0.0,4,0.05,0.0
577,25,1,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
578,25,2,0.95,red_high,False,True,1.0,0.1,2,0.95,0.0
579,25,3,0.95,red_high,False,True,1.0,0.1,1,0.95,0.0
580,25,4,0.95,red_high,False,True,0.05885022006364259,0.1,1,0.95,0.0
581,25,5,0.95,red_high,False,True,0.08249965410388373,0.1,3,0.95,0.0
582,25,6,0.95,red_high,False,True,0.16001949775148208,0.1,1,0.95,0.0
583,25,7,0.7851110207578706,orange_high,False,True,0.7036986687732041,0.1,1,0.7851110207578706,0.0
584,25,8,0.95,red_high,False,True,0.1686268061662795,0.1,3,0.95,0.0
585,25,9,0.95,red_high,False,True,0.15240053135611403,0.1,4,0.95,0.0
586,25,10,0.95,red_high,False,True,0.21423636967347845,0.1,4,0.95,0.0
587,25,11,0.95,red_high,False,True,0.4061102849728084,0.1,4,0.95,0.0
588,25,12,0.95,red_high,False,True,0.26678328241313204,0.1,4,0.95,0.0
589,25,13,0.95,red_high,False,True,0.18361166902848694,0.1,5,0.95,0.0
590,25,14,0.95,red_high,False,True,0.17335712301879835,0.1,4,0.95,0.0
591,25,15,0.95,red_high,False,True,0.26846905403429233,0.1,4,0.95,0.0
592,25,16,0.95,red_high,False,True,0.22912070847670454,0.1,6,0.95,0.0
593,25,17,0.95,red_high,False,True,0.16563070690877904,0.1,8,0.95,0.0
594,25,18,0.95,red_high,False,True,0.2935136486494459,0.1,4,0.95,0.0
595,25,19,0.95,red_high,False,True,0.2021621212318335,0.1,6,0.95,0.0
596,25,20,0.95,red_high,False,True,0.22775686623746155,0.1,5,0.95,0.0
597,25,21,0.95,red_high,False,True,0.20554559356941154,0.1,7,0.95,0.0
598,25,22,0.95,red_high,False,True,0.29383878624044324,0.1,4,0.95,0.0
599,25,23,0.95,red_high,False,True,0.2184726573049949,0.1,5,0.95,0.0
600,25,24,0.95,red_high,False,True,0.2372752134643442,0.0,5,0.95,0.0
601,26,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
602,26,2,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
603,26,3,0.05,red_low,True,False,1.0,0.1,5,0.05,0.0
604,26,4,0.05,red_low,True,False,0.047345830329740206,0.1,4,0.05,0.0
605,26,5,0.05,red_low,True,False,0.0596834462624068,0.1,4,0.05,0.0
606,26,6,0.05,red_low,True,False,0.12531480551580423,0.1,4,0.05,0.0
607,26,7,0.05,red_low,True,False,0.5821765159680449,0.1,4,0.05,0.0
608,26,8,0.05,red_low,True,False,0.21251954282962174,0.1,5,0.05,0.0
609,26,9,0.05,red_low,True,False,0.19521148139077935,0.1,5,0.05,0.0
610,26,10,0.05,red_low,True,False,0.15663711787940438,0.1,4,0.05,0.0
611,26,11,0.05,red_low,True,False,0.3492839773891819,0.1,5,0.05,0.0
612,26,12,0.05,red_low,True,False,0.25773182754808105,0.1,5,0.05,0.0
613,26,13,0.05,red_low,False,False,0.15087191193694638,0.1,2,0.05,0.0
614,26,14,0.8397619816230557,orange_high,False,True,0.10511115323747679,0.1,1,0.8397619816230557,0.0
615,26,15,0.46762621933155996,green,False,False,0.1685507683140749,0.1,0,0.46762621933155996,1.0
616,26,16,0.05,red_low,False,False,0.3008152417743462,0.1,1,0.05,0.0
617,26,17,0.45430334397817446,green,False,False,0.24556481577844727,0.1,0,0.45430334397817446,1.0
618,26,18,0.05,red_low,False,False,0.1676010372803714,0.1,1,0.05,0.0
619,26,19,0.05,red_low,False,False,0.20594878942538072,0.1,2,0.05,0.0
620,26,20,0.05,red_low,False,False,0.24284778426495335,0.1,2,0.05,0.0
621,26,21,0.05,red_low,False,False,0.23957490198577097,0.1,1,0.05,0.0
622,26,22,0.05,red_low,False,False,0.17153250427248143,0.1,1,0.05,0.0
623,26,23,0.28892864234816856,orange_low,False,False,0.1906247563125821,0.1,1,0.28892864234816856,0.0
624,26,24,0.05,red_low,False,False,0.2319284503270784,0.0,1,0.05,0.0
625,27,1,0.05,red_low,True,False,1.0,0.1,4,0.05,0.0
626,27,2,0.05,red_low,True,False,1.0,0.1,5,0.05,0.0
627,27,3,0.05,red_low,True,False,1.0,0.1,5,0.05,0.0
628,27,4,0.05,red_low,True,False,0.050208890846779,0.1,5,0.05,0.0
629,27,5,0.05,red_low,True,False,0.0770422806583543,0.1,5,0.05,0.0
630,27,6,0.05,red_low,True,False,0.12101881973405484,0.1,5,0.05,0.0
631,27,7,0.05,red_low,True,False,0.6859998888291594,0.1,5,0.05,0.0
632,27,8,0.05,red_low,True,False,0.1526999937004568,0.1,4,0.05,0.0
633,27,9,0.05,red_low,True,False,0.14611801477478162,0.1,5,0.05,0.0
634,27,10,0.05,red_low,True,False,0.18284486979992423,0.1,6,0.05,0.0
635,27,11,0.05,red_low,True,False,0.42163836410422406,0.1,5,0.05,0.0
636,27,12,0.05,red_low,True,False,0.06510572809664364,0.1,5,0.05,0.0
637,27,13,0.05,red_low,True,False,0.06387204571381698,0.1,5,0.05,0.0
638,27,14,0.05,red_low,True,False,0.24859974834145676,0.1,4,0.05,0.0
639,27,15,0.05,red_low,True,False,0.41831854093291293,0.1,6,0.05,0.0
640,27,16,0.05,red_low,True,False,0.21522353860182905,0.1,5,0.05,0.0
641,27,17,0.05,red_low,True,False,0.17922823602512264,0.1,6,0.05,0.0
642,27,18,0.05,red_low,True,False,0.04486903871516398,0.1,5,0.05,0.0
643,27,19,0.05,red_low,True,False,0.08444889329826771,0.1,5,0.05,0.0
644,27,20,0.05,red_low,True,False,0.1066285193703155,0.1,4,0.05,0.0
645,27,21,0.05,red_low,True,False,0.5757738821583948,0.1,5,0.05,0.0
646,27,22,0.05,red_low,True,False,0.19856434564984501,0.1,4,0.05,0.0
647,27,23,0.05,red_low,True,False,0.14844409604420125,0.1,5,0.05,0.0
648,27,24,0.05,red_low,True,False,0.1525226746737958,0.0,5,0.05,0.0
649,28,1,0.95,red_high,False,True,1.0,0.1,10,0.95,0.0
650,28,2,0.95,red_high,False,True,1.0,0.1,8,0.95,0.0
651,28,3,0.95,red_high,False,True,1.0,0.1,9,0.95,0.0
652,28,4,0.95,red_high,False,True,0.04229018255570882,0.1,7,0.95,0.0
653,28,5,0.95,red_high,False,True,0.050062201956916304,0.1,8,0.95,0.0
654,28,6,0.95,red_high,False,True,0.09282736833097799,0.1,8,0.95,0.0
655,28,7,0.95,red_high,False,True,0.5373988707181729,0.1,8,0.95,0.0
656,28,8,0.95,red_high,False,True,0.17741393668397015,0.1,5,0.95,0.0
