allocation_id,bucket_id,period_id,allocated_amount,allocated_time_hours,allocation_percentage_of_total,allocation_percentage_of_parent
348,33,12,14209.915095976417,35.52478773994105,0.017762393869970524,0.11825319166612813
349,33,13,24145.004252439332,48.29000850487867,0.02414500425243933,0.16473053021381118
350,33,14,31960.864951037525,63.92172990207506,0.031960864951037525,0.22636850356250546
351,33,15,32132.867760318568,64.26573552063714,0.03213286776031857,0.2303980461776856
352,33,16,28387.07074967373,56.77414149934746,0.02838707074967373,0.2128361436391989
353,33,17,29870.783648268945,59.741567296537895,0.029870783648268947,0.22292699777867578
354,33,18,30319.816141458774,60.639632282917546,0.030319816141458778,0.23038545123974327
355,33,19,29786.92421929832,59.573848438596634,0.02978692421929832,0.23260871282847606
356,33,20,32767.19051178372,65.53438102356743,0.03276719051178372,0.24695842798453374
357,33,21,29768.83612123243,59.53767224246486,0.02976883612123243,0.23901141343202403
358,33,22,28270.440337321194,56.540880674642395,0.028270440337321196,0.21959388282914097
359,33,23,30907.9351263729,61.8158702527458,0.0309079351263729,0.24288596879225605
360,33,24,30646.301713496323,61.29260342699265,0.030646301713496322,0.2381445620818663
361,34,1,54930.05458408031,109.86010916816062,0.054930054584080304,0.44622029032600474
362,34,2,58896.59832954264,117.79319665908528,0.058896598329542645,0.49217057250887875
363,34,3,48899.20466135479,97.79840932270957,0.04889920466135479,0.3971640839037997
364,34,4,59494.933910269094,118.9898678205382,0.05949493391026909,0.4896979398729607
365,34,5,56014.440951459226,112.02888190291846,0.05601444095145923,0.4587448968758314
366,34,6,55974.44353595508,111.94888707191016,0.055974443535955085,0.4495392569469896
367,34,7,57928.908847234066,115.85781769446812,0.05792890884723407,0.4751768237534869
368,34,8,62114.190195425355,124.2283803908507,0.062114190195425356,0.537174745427897
369,34,9,63325.709826837556,126.65141965367513,0.06332570982683756,0.5448797107758989
370,34,10,50231.53922947102,125.57884807367755,0.06278942403683878,0.5453066264261547
371,34,11,50429.16327499949,126.07290818749871,0.06303645409374936,0.5588576731629326
372,34,12,56475.1903364781,141.18797584119528,0.07059398792059764,0.6266395881217347
373,34,13,68977.03106161591,137.95406212323184,0.06897703106161591,0.6274657774920631
374,34,14,66294.48350402457,132.58896700804914,0.06629448350402456,0.6260566080108784
375,34,15,64680.067107392235,129.36013421478444,0.06468006710739223,0.6183558923463697
376,34,16,69979.74297458009,139.95948594916018,0.0699797429745801,0.6995775768912044
377,34,17,69807.65795120555,139.61531590241108,0.06980765795120554,0.6946369086380852
378,34,18,67200.78317572667,134.40156635145334,0.06720078317572667,0.6808345047727828
379,34,19,70630.00626037677,141.26001252075355,0.07063000626037677,0.7354079135456957
380,34,20,63357.58719572985,126.71517439145971,0.06335758719572986,0.6366811797764033
381,34,21,77998.30821136663,155.99661642273327,0.07799830821136663,0.8349889042793874
382,34,22,63593.73321721791,127.18746643443582,0.06359373321721791,0.6586288072932861
383,34,23,72574.13789698416,145.1482757939683,0.07257413789698416,0.7604191704729761
384,34,24,79384.94473332257,158.76988946664514,0.07938494473332257,0.8225067666630129
385,35,1,36265.16671673317,72.53033343346634,0.03626516671673317,0.29459743565868474
386,35,2,33793.18341771058,67.58636683542115,0.03379318341771057,0.28239339624559456
387,35,3,34222.0185711688,68.4440371423376,0.0342220185711688,0.2779545546657672
388,35,4,32987.801929936264,65.97560385987254,0.032987801929936264,0.27151990235657364
389,35,5,34485.313652593424,68.97062730518684,0.03448531365259342,0.28242648478807225
390,35,6,34535.49995569701,69.07099991139401,0.034535499955697005,0.27735984509438366
391,35,7,35883.81931044589,71.76763862089179,0.035883819310445896,0.29434628794835066
392,35,8,34365.269111432695,68.73053822286538,0.03436526911143269,0.29719705961576875
393,35,9,32771.297114444715,65.54259422888943,0.03277129711444471,0.28197733499233674
394,35,10,26353.3730602909,65.88343265072726,0.03294171632536363,0.28608856465273946
395,35,11,24842.815699381652,62.10703924845413,0.031053519624227064,0.2753089140278253
396,35,12,25132.230608440306,62.83057652110076,0.03141528826055038,0.2788631705926467
397,35,13,31304.177721566553,62.60835544313311,0.03130417772156655,0.28476581132154516
398,35,14,29584.689905096242,59.16937981019248,0.029584689905096242,0.2793850955926646
399,35,15,29985.297393673158,59.970594787346315,0.02998529739367316,0.2866661423889731
400,35,16,28833.506247415102,57.6670124948302,0.0288335062474151,0.2882444772792493
401,35,17,28061.136025821055,56.122272051642106,0.028061136025821054,0.27922868856986943
402,35,18,28021.67901146296,56.04335802292592,0.02802167901146296,0.2838973751657466
403,35,19,26650.578629595322,53.30115725919064,0.02665057862959532,0.2774889521108709
404,35,20,29057.02139968891,58.11404279937782,0.02905702139968891,0.29199436854168886
405,35,21,27667.561429349105,55.335122858698206,0.0276675614293491,0.2961872806185839
406,35,22,26198.47308165051,52.396946163301024,0.026198473081650513,0.2713328531875049
407,35,23,26332.98237286908,52.66596474573815,0.026332982372869077,0.2759124006471831
408,35,24,27616.968809737886,55.23393761947577,0.027616968809737887,0.28613918920064313
409,36,1,24322.255484291392,48.644510968582786,0.024322255484291393,0.19758006770175648
410,36,2,24131.583910020276,48.26316782004055,0.024131583910020276,0.20165605154454688
411,36,3,24931.81754089119,49.86363508178238,0.024931817540891188,0.20249864066828752
412,36,4,24793.954735127354,49.58790947025471,0.024793954735127355,0.20407701558938313
413,36,5,24341.27443096216,48.68254886192432,0.02434127443096216,0.1993492256458404
414,36,6,24419.10378933189,48.83820757866378,0.02441910378933189,0.19611353109238858
415,36,7,24096.333702328455,48.1926674046569,0.024096333702328453,0.19765639540996185
416,36,8,23574.449593596175,47.148899187192356,0.023574449593596176,0.20387610172812778
417,36,9,23660.962272801156,47.321924545602315,0.023660962272801157,0.20358837374483774
418,36,10,18470.1092322006,46.1752730805015,0.023087636540250752,0.20050894536842462
419,36,11,18647.70282861624,46.6192570715406,0.023309628535770302,0.20665446610336236
420,36,12,18149.98602166969,45.37496505417423,0.022687482527087115,0.20138931267466728
421,36,13,22556.68665691834,45.11337331383669,0.022556686656918342,0.2051922025780583
422,36,14,21004.26107802632,42.00852215605264,0.02100426107802632,0.19835521372582657
423,36,15,20975.88935610088,41.951778712201765,0.020975889356100882,0.20053418867074863
424,36,16,19853.30119387059,39.70660238774118,0.01985330119387059,0.19847063953270513
425,36,17,19677.314159155765,39.35462831831153,0.019677314159155763,0.1958035705390734
426,36,18,19634.76909330675,39.269538186613495,0.019634769093306748,0.19892667406885306
427,36,19,18982.057168748546,37.964114337497094,0.018982057168748546,0.197643406766987
428,36,20,20533.69852522251,41.067397050445024,0.020533698525222507,0.20634339123148893
429,36,21,18531.71162452819,37.06342324905638,0.018531711624528192,0.1983860155255444
430,36,22,18900.112878956657,37.80022575791331,0.018900112878956654,0.19574505495150546
431,36,23,18902.263520848068,37.80452704169614,0.01890226352084807,0.19805462335615545
432,36,24,19771.501051841897,39.5430021036838,0.0197715010518419,0.2048523615762956
433,37,1,21884.38326535448,43.768766530708966,0.021884383265354482,0.26666428592359837
434,37,2,24303.00719249507,48.60601438499014,0.024303007192495073,0.3046328303213207
435,37,3,17725.2990007391,35.4505980014782,0.0177252990007391,0.2159498969861498
436,37,4,20932.42528376109,41.86485056752218,0.02093242528376109,0.25843962328277803
437,37,5,19792.71479136875,39.585429582737504,0.01979271479136875,0.2431464123794669
438,37,6,24592.258699109258,49.184517398218524,0.02459225869910926,0.29625624670509965
439,37,7,20572.481646096672,41.144963292193346,0.020572481646096673,0.25312663434845306
440,37,8,17186.37875396718,34.37275750793436,0.01718637875396718,0.2229463654668158
441,37,9,18777.02683991586,37.55405367983172,0.018777026839915858,0.24234756266629245
442,37,10,14342.201174528343,35.85550293632086,0.01792775146816043,0.23354542160093925
443,37,11,16141.465575793207,40.35366393948302,0.02017683196974151,0.26832039163337057
444,37,12,15552.3872518799,38.88096812969975,0.019440484064849873,0.25885016457039267
445,37,13,15198.080876634374,30.396161753268746,0.015198080876634374,0.20737937296386527
446,37,14,17502.288821679555,35.00457764335912,0.017502288821679556,0.2479261393927797
447,37,15,17700.039677624303,35.40007935524861,0.017700039677624305,0.25382450078285335
448,37,16,14818.753458392044,29.637506916784087,0.014818753458392045,0.2222114685546028
449,37,17,17450.82887564604,34.90165775129208,0.01745082887564604,0.2604726367948932
450,37,18,17573.39489918256,35.14678979836512,0.017573394899182557,0.26706326283597204
451,37,19,18964.58810390946,37.92917620781892,0.01896458810390946,0.29619227522085695
452,37,20,20451.66835391849,40.90333670783698,0.02045166835391849,0.3082786035335201
453,37,21,21840.380816411754,43.68076163282351,0.021840380816411754,0.35070906148736086
454,37,22,23077.736181683777,46.15547236336755,0.023077736181683777,0.35851791727151383
455,37,23,21763.135106098325,43.52627021219666,0.021763135106098327,0.3420455059575354
456,37,24,22464.520301473367,44.929040602946735,0.022464520301473365,0.3491320681749714
457,38,1,17154.524635662558,34.309049271325115,0.017154524635662558,0.20903029374237359
458,38,2,19920.810612613757,39.84162122522751,0.019920810612613755,0.2497029635529851
459,38,3,18958.37518330837,37.916750366616746,0.01895837518330837,0.23097264354691616
460,38,4,19342.020482742726,38.684040965485444,0.019342020482742722,0.23880388532740737
461,38,5,19921.877870242744,39.843755740485484,0.01992187787024274,0.2447331345432093
462,38,6,17111.304805040916,34.22260961008183,0.017111304805040917,0.2061352314072709
463,38,7,19163.06672548288,38.32613345096577,0.01916306672548288,0.23578499995583468
464,38,8,17643.3108860812,35.2866217721624,0.0176433108860812,0.22887381298663192
465,38,9,16841.454194687252,33.682908389374504,0.01684145419468725,0.21736590199477776
466,38,10,12983.058798497308,32.45764699624327,0.016228823498121634,0.21141342977045163
467,38,11,13422.789362983656,33.55697340745914,0.01677848670372957,0.2231277006277064
468,38,12,12045.770539778192,30.11442634944548,0.015057213174722741,0.20048688578159457
469,38,13,23107.21668226101,46.21443336452202,0.02310721668226101,0.3153003425501338
470,38,14,30208.331581963936,60.416663163927865,0.030208331581963933,0.4279117493099738
471,38,15,29741.468901670934,59.482937803341876,0.029741468901670936,0.42650263129402344
472,38,16,26416.091017274994,52.83218203454998,0.026416091017274993,0.39611687952717084
473,38,17,28203.761372541885,56.40752274508378,0.028203761372541887,0.4209718715706549
474,38,18,29419.50369956426,58.83900739912852,0.029419503699564257,0.44708883480368666
475,38,19,28120.3827481871,56.240765496374195,0.0281203827481871,0.43918908761060194
476,38,20,30085.187370558768,60.170374741117534,0.030085187370558767,0.4534896317083666
477,38,21,26037.085780523812,52.07417156104762,0.026037085780523814,0.4180990246787124
478,38,22,27512.520988030654,55.0250419760613,0.027512520988030652,0.427413314974376
479,38,23,25582.71882241207,51.16543764482414,0.02558271882241207,0.4020769048540853
480,38,24,27965.84832203415,55.9316966440683,0.02796584832203415,0.43463089048462633
481,39,1,26080.096988528894,52.16019397705778,0.02608009698852889,0.6355792946904044
482,39,2,24204.18618604497,48.40837237208994,0.02420418618604497,0.606788261639987
483,39,3,25788.88285925891,51.57776571851781,0.025788882859258906,0.6283794249803771
484,39,4,25399.387438860602,50.7987748777212,0.0253993874388606,0.627180848117473
485,39,5,25477.90975627864,50.955819512557284,0.025477909756278644,0.6259739927004292
486,39,6,25780.02929738795,51.560058594775896,0.02578002929738795,0.6211299915992095
487,39,7,24594.058530269744,49.18811706053949,0.024594058530269743,0.6052173352568987
488,39,8,24053.23181755826,48.10646363511652,0.024053231817558255,0.6240500908566937
489,39,9,23935.706669726063,47.87141333945213,0.023935706669726064,0.6178571529516358
490,39,10,18868.311095780697,47.17077773945175,0.023585388869725873,0.6144953087937282
491,39,11,18440.840733549965,46.10210183387491,0.023051050916937457,0.6130860403525146
492,39,12,18691.40453067931,46.728511326698275,0.023364255663349136,0.6221904149452419
493,39,13,22730.877824115767,45.46175564823154,0.022730877824115765,0.6203303204328332
494,39,14,21519.14925713354,43.038298514267076,0.02151914925713354,0.6096527891517388
495,39,15,21541.86473402953,43.083729468059055,0.02154186473402953,0.6178351192013479
496,39,16,20216.471641642678,40.432943283285354,0.02021647164164268,0.606303609152474
497,39,17,20647.04685626445,41.2940937125289,0.02064704685626445,0.6163593460233062
498,39,18,20857.18632433165,41.71437264866331,0.02085718632433165,0.6339342244693913
499,39,19,20166.95916593671,40.33391833187343,0.020166959165936714,0.6299422362264271
500,39,20,20366.25689834713,40.732513796694256,0.02036625689834713,0.6139823047369561
501,39,21,19635.33125997279,39.27066251994558,0.01963533125997279,0.6306015134135259
502,39,22,20103.819956890693,40.207639913781385,0.020103819956890694,0.6246348951563475
503,39,23,19278.816304394415,38.55763260878883,0.019278816304394417,0.606000233417765
504,39,24,19392.98978548469,38.78597957096938,0.01939298978548469,0.6027918282731635
505,40,1,14046.652058342885,28.09330411668577,0.014046652058342884,0.3423208591566928
506,40,2,15206.940501153624,30.41388100230725,0.015206940501153624,0.3812312845650565
507,40,3,15533.250318829261,31.06650063765852,0.015533250318829262,0.37848769784604336
508,40,4,16200.475088796109,32.40095017759222,0.016200475088796108,0.40003436029923944
509,40,5,13246.359863783367,26.492719727566733,0.013246359863783367,0.3254535733896216
510,40,6,16417.125562490437,32.834251124980874,0.016417125562490434,0.39554528604612704
511,40,7,14375.766502715358,28.751533005430716,0.014375766502715357,0.35376280349745715
512,40,8,16870.757574191754,33.741515148383506,0.016870757574191753,0.437704083877423
513,40,9,18031.271109363308,36.06254221872661,0.018031271109363308,0.46544478445757115
514,40,10,14543.181407017875,36.357953517544686,0.018178976758772343,0.4736362838297207
515,40,11,14662.635510832539,36.656588777081346,0.018328294388540674,0.48747545062377257
516,40,12,15694.004363001173,39.23501090750293,0.019617505453751467,0.5224144108989147
517,40,13,19570.041958983864,39.14008391796772,0.01957004195898386,0.5340704610369658
518,40,14,19698.95952610783,39.397919052215656,0.01969895952610783,0.5580855207134979
519,40,15,18254.868885373253,36.509737770746504,0.01825486888537325,0.5235618751232337
520,40,16,20388.449279254022,40.776898558508044,0.020388449279254026,0.6114613173928425
521,40,17,19436.094637919232,38.87218927583847,0.019436094637919232,0.5802097832039498
522,40,18,19081.423975470283,38.16284795094057,0.01908142397547028,0.5799616267295833
523,40,19,20620.926565009773,41.24185313001955,0.020620926565009773,0.6441225217217736
524,40,20,18355.423354895745,36.71084670979149,0.018355423354895744,0.5533616310602504
525,40,21,20577.32427259986,41.15464854519972,0.02057732427259986,0.6608542354849142
526,40,22,22244.642299362644,44.489284598725284,0.02224464229936264,0.6911512259982375
527,40,23,22751.77115015913,45.50354230031825,0.02275177115015913,0.715167280499543
528,40,24,22386.75469745455,44.7735093949091,0.02238675469745455,0.6958469499778674
529,41,1,27008.935605894578,54.017871211789156,0.02700893560589458,0.38395895585301565
530,41,2,24445.67494863098,48.89134989726197,0.024445674948630983,0.3574913290093644
531,41,3,25474.167712251012,50.94833542450202,0.02547416771225101,0.3620814074022472
532,41,4,26574.594060886186,53.14918812177237,0.026574594060886185,0.3827832966812907
533,41,5,26428.620663031284,52.85724132606257,0.026428620663031286,0.3787771625623017
534,41,6,27291.69080543195,54.5833816108639,0.02729169080543195,0.383571498943713
535,41,7,29165.209095941314,58.33041819188263,0.029165209095941315,0.4186615192944457
536,41,8,29042.02293228884,58.084045864577675,0.029042022932288837,0.4395311626214626
537,41,9,29965.82649110157,59.93165298220313,0.02996582649110157,0.4512164033137579
538,41,10,25230.611325820908,63.07652831455227,0.03153826415727613,0.47932503308979685
539,41,11,24158.954193639296,60.397385484098244,0.03019869274204912,0.468528091431787
540,41,12,26152.472493507696,65.38118123376924,0.03269059061688462,0.5078213170172318
541,41,13,31193.96616000857,62.38793232001715,0.031193966160008572,0.4965856804026759
542,41,14,32833.22031377469,65.66644062754938,0.03283322031377469,0.5426099358978884
543,41,15,33493.367800506654,66.9867356010133,0.03349336780050665,0.5603571386879522
544,41,16,34398.4578385628,68.79691567712558,0.03439845783856279,0.6017838924675003
545,41,17,40541.27561203283,81.08255122406565,0.04054127561203282,0.7059765014660014
546,41,18,36936.26496061477,73.87252992122954,0.036936264960614765,0.6548747548745053
547,41,19,33286.80379574076,66.5736075914815,0.033286803795740755,0.606525687766874
548,41,20,33951.2593559024,67.9025187118048,0.0339512593559024,0.5970590963471548
549,41,21,31167.15235017413,62.334304700348255,0.03116715235017413,0.5838895384724414
550,41,22,31673.353831272558,63.34670766254511,0.03167335383127255,0.5740616072156791
551,41,23,29443.21910018646,58.88643820037292,0.029443219100186463,0.5398766084276072
552,41,24,34519.63901888138,69.03927803776277,0.03451963901888139,0.6259009734094299
553,42,1,11464.797755494026,22.929595510988054,0.011464797755494026,0.1629835340236349
554,42,2,10872.491643219513,21.74498328643903,0.010872491643219516,0.15899832978002615
555,42,3,11944.60067487392,23.88920134974784,0.01194460067487392,0.16977660946843204
556,42,4,12313.128448457812,24.626256896915624,0.012313128448457812,0.177359619836981
557,42,5,11704.320588030581,23.408641176061163,0.011704320588030582,0.16774728422566357
558,42,6,9706.188291135595,19.412376582271186,0.009706188291135594,0.1364157764501638
559,42,7,9769.388968213168,19.53877793642634,0.009769388968213168,0.14023788461642486
560,42,8,12133.000135322836,24.266000270645673,0.012133000135322836,0.18362466237280536
561,42,9,12197.265120652382,24.394530241304764,0.012197265120652383,0.1836627499541662
562,42,10,7232.985448926619,18.08246362231655,0.009041231811158274,0.13741050285597745
563,42,11,7657.032223891581,19.142580559728952,0.009571290279864477,0.14849710236365116
564,42,12,8764.244069365002,21.910610173412508,0.010955305086706254,0.17018161350022523
565,42,13,9954.720258335154,19.909440516670305,0.009954720258335152,0.15847204255293404
566,42,14,8941.982282993473,17.883964565986947,0.008941982282993474,0.1477774152826415
567,42,15,9634.60913245945,19.2692182649189,0.00963460913245945,0.16119077776825189
568,42,16,10103.626329412913,20.207252658825826,0.010103626329412913,0.17675791191240403
569,42,17,9437.460001976764,18.874920003953527,0.009437460001976764,0.16434177006861084
570,42,18,9960.62467090758,19.921249341815162,0.009960624670907582,0.17660046695877352
571,42,19,10592.32114786951,21.18464229573902,0.01059232114786951,0.19300485888288302
572,42,20,11019.691100343782,22.039382200687566,0.011019691100343782,0.19378977202070172
573,42,21,11447.933875414778,22.895867750829552,0.011447933875414776,0.2144671015137389
574,42,22,11269.213423343834,22.53842684668767,0.011269213423343834,0.20424811355070038
575,42,23,11949.202284558582,23.898404569117165,0.011949202284558582,0.21910290382487588
576,42,24,12359.498073853116,24.71899614770623,0.012359498073853115,0.22409915326882
577,43,1,17061.456712779192,34.12291342555838,0.017061456712779192,0.24254562269164057
578,43,2,17235.5427585222,34.47108551704439,0.017235542758522196,0.25205101106389743
579,43,3,16683.608481496656,33.36721696299332,0.016683608481496658,0.23713530144591266
580,43,4,16420.99987708282,32.84199975416565,0.01642099987708282,0.23652983949073436
581,43,5,18812.2293855476,37.62445877109519,0.018812229385547597,0.2696184170555794
582,43,6,16357.251086321516,32.71450217264303,0.016357251086321516,0.22989324342375492
583,43,7,15862.423616166856,31.72484723233371,0.015862423616166854,0.22770234044921295
584,43,8,19971.5564480092,39.9431128960184,0.019971556448009197,0.3022558533687459
585,43,9,20287.740723668863,40.57548144733773,0.020287740723668863,0.3054866984367767
586,43,10,16817.88248933886,42.04470622334715,0.021022353111673574,0.31950205155960015
587,43,11,16482.7805146339,41.206951286584754,0.020603475643292377,0.3196597681386279
588,43,12,16971.25491458144,42.428137286453605,0.0212140686432268,0.32954302979564964
589,43,13,22095.5885572273,44.1911771144546,0.0220955885572273,0.351746001816695
590,43,14,20941.90357252024,41.88380714504048,0.02094190357252024,0.346091088430265
591,43,15,21658.03914524048,43.31607829048096,0.02165803914524048,0.3623474628560653
592,43,16,24477.543667995862,48.95508733599173,0.024477543667995864,0.4282224387994602
593,43,17,27195.76734000864,54.39153468001728,0.027195767340008642,0.473580872617736
594,43,18,21625.38913515833,43.25077827031666,0.021625389135158327,0.3834150914840332
595,43,19,24176.266963189864,48.35253392637973,0.024176266963189863,0.4405207251938251
596,43,20,21933.84740293413,43.86769480586826,0.02193384740293413,0.3857236331805036
597,43,21,25236.58470965221,50.47316941930442,0.025236584709652208,0.4727855029289249
598,43,22,21419.89723585978,42.83979447171956,0.02141989723585978,0.3882235111291438
599,43,23,23074.628763421886,46.149257526843776,0.023074628763421888,0.42310089379606686
600,43,24,22039.107411450077,44.07821482290016,0.022039107411450078,0.3996072720910101
601,44,1,18603.833290016693,37.20766658003339,0.018603833290016695,0.3022537645267054
602,44,2,19049.77662873713,38.09955325747426,0.01904977662873713,0.3183796597919619
603,44,3,17949.897886819977,35.89979577363996,0.017949897886819978,0.291581623863086
604,44,4,19745.076774929257,39.49015354985852,0.019745076774929256,0.3250402272536138
605,44,5,19868.871835232214,39.737743670464425,0.019868871835232213,0.3254426325165445
606,44,6,20035.124855129416,40.07024971025883,0.020035124855129413,0.3218102609427348
607,44,7,19642.42253726693,39.284845074533855,0.01964242253726693,0.322244079435239
608,44,8,17887.658550511907,35.77531710102381,0.017887658550511908,0.3093914095294784
609,44,9,17214.999687012634,34.42999937402527,0.017214999687012636,0.2962494720111713
610,44,10,15215.463568876236,38.038658922190585,0.019019329461095292,0.33035392645846
611,44,11,14628.519270315708,36.57129817578927,0.018285649087894634,0.3242274791134868
612,44,12,14370.160719681488,35.92540179920372,0.01796270089960186,0.31889796354729383
613,44,13,25145.714174462195,50.291428348924384,0.025145714174462194,0.45748779998889333
614,44,14,32604.822442248238,65.20964488449647,0.03260482244224824,0.6158118583653106
615,44,15,30837.95323685355,61.6759064737071,0.030837953236853552,0.5896354454997415
616,44,16,29856.388637709333,59.71277727541867,0.02985638863770933,0.5969401752583704
617,44,17,30629.14822953478,61.25829645906957,0.030629148229534782,0.609564551077001
618,44,18,29469.755912287234,58.93951182457447,0.029469755912287236,0.5971366916915373
619,44,19,27480.25817203759,54.960516344075174,0.027480258172037586,0.5722553457377368
620,44,20,27140.065090590328,54.28013018118066,0.02714006509059033,0.5454617016176407
621,44,21,27561.418194688318,55.12283638937664,0.02756141819468832,0.5901019882740235
622,44,22,28844.616631264707,57.68923326252942,0.02884461663126471,0.5974769678575281
623,44,23,30408.559164641647,60.81711832928329,0.030408559164641642,0.6372311681628975
624,44,24,28016.52256924362,56.03304513848724,0.02801652256924362,0.5805579249058054
625,45,1,12395.148403078698,24.790296806157397,0.012395148403078699,0.20138216722830865
626,45,2,11676.679377145163,23.353358754290326,0.011676679377145165,0.19515279785418396
627,45,3,10984.440741655086,21.968881483310167,0.010984440741655084,0.17843338657828167
628,45,4,12168.965704089847,24.337931408179692,0.012168965704089846,0.20032352484549745
629,45,5,11177.595707487582,22.355191414975163,0.011177595707487581,0.1830836799601245
630,45,6,10771.02618000324,21.542052360006483,0.010771026180003241,0.1730074941220266
631,45,7,10555.683766936989,21.111367533873977,0.01055568376693699,0.17317144012315885
632,45,8,12523.342663906995,25.04668532781399,0.012523342663906995,0.2166082624992836
633,45,9,10778.846156562993,21.557692313125987,0.010778846156562993,0.18549099859586224
634,45,10,8011.321547462283,20.028303868655705,0.010014151934327854,0.17393959226711211
635,45,11,8731.379033864392,21.82844758466098,0.01091422379233049,0.19352286865279614
636,45,12,8344.10379539379,20.860259488484473,0.010430129744242237,0.18516965536327723
637,45,13,11654.113343205796,23.308226686411594,0.011654113343205796,0.21202876312096064
638,45,14,12348.464500450615,24.696929000901232,0.012348464500450615,0.23322718243443408
639,45,15,9813.129321454886,19.62625864290977,0.009813129321454886,0.18763141751858364
640,45,16,11056.555869158126,22.113111738316256,0.011056555869158128,0.22106164541123136
641,45,17,9955.26523016573,19.91053046033146,0.00995526523016573,0.19812424215659039
642,45,18,10564.486682574125,21.12897336514825,0.010564486682574124,0.21406497718636852
643,45,19,11408.187572204795,22.81637514440959,0.011408187572204796,0.2375667754830611
644,45,20,12387.400459535971,24.77480091907194,0.01238740045953597,0.24896228180455943
645,45,21,12233.363832971705,24.46672766594341,0.012233363832971706,0.2619216569380808
646,45,22,12515.05519216395,25.030110384327905,0.012515055192163952,0.25923233178557514
647,45,23,12071.24781019812,24.14249562039624,0.01207124781019812,0.2529608621581994
648,45,24,11809.805792859568,23.61961158571914,0.01180980579285957,0.24472260351717928
649,46,1,33014.83139099732,66.02966278199465,0.03301483139099732,0.7509420066614779
650,46,2,30072.55756518303,60.14511513036606,0.03007255756518303,0.7036453585039565
651,46,3,31551.105780507707,63.10221156101541,0.03155110578050771,0.7175311972596841
652,46,4,29402.719242115476,58.805438484230955,0.029402719242115478,0.677631863100817
653,46,5,30367.12370607785,60.7342474121557,0.030367123706077852,0.6963585787831146
654,46,6,29773.0389687504,59.546077937500804,0.0297730389687504,0.6695130333562298
655,46,7,30384.87425774847,60.769748515496936,0.030384874257748468,0.6978713619215543
656,46,8,24377.530344946503,48.75506068989301,0.024377530344946503,0.5902996098769285
657,46,9,29633.37986455297,59.26675972910594,0.029633379864552972,0.7139368351870822
658,46,10,19078.650595444484,47.6966264886112,0.0238483132443056,0.5799225209330553
659,46,11,21765.26317166456,54.413157929161386,0.027206578964580695,0.675369447309301
660,46,12,24116.684711450253,60.291711778625626,0.030145855889312814,0.7492655446813783
661,46,13,21946.119713952394,43.89223942790479,0.021946119713952394,0.5589865031948799
662,46,14,25400.871117737905,50.801742235475814,0.025400871117737905,0.6716497458235097
663,46,15,26374.549318388716,52.749098636777425,0.026374549318388715,0.7060104354158385
664,46,16,27231.34848043823,54.46269696087646,0.02723134848043823,0.7622382125433913
665,46,17,23191.845244283253,46.38369048856651,0.023191845244283252,0.6461719823434651
666,46,18,23541.867225342776,47.08373445068555,0.023541867225342777,0.6678303632453865
667,46,19,24663.33137222697,49.32666274445394,0.02466333137222697,0.7190330013037237
668,46,20,24755.336715142494,49.51067343028499,0.024755336715142493,0.6965467201778108
669,46,21,23814.07769074612,47.628155381492235,0.02381407769074612,0.7138177104290468
670,46,22,22023.369900138525,44.046739800277045,0.022023369900138524,0.6386577784482624
671,46,23,25289.659241114692,50.57931848222939,0.025289659241114693,0.7419457994956226
672,46,24,24882.9208687992,49.76584173759841,0.024882920868799202,0.7218728740254792
673,47,1,11878.02651924883,23.756053038497658,0.01187802651924883,0.27017278882651646
674,47,2,12965.823752751317,25.931647505502635,0.01296582375275132,0.30337764531762035
675,47,3,12516.09328325357,25.03218656650714,0.012516093283253569,0.28463938668340105
676,47,4,11410.57273473495,22.821145469469897,0.01141057273473495,0.2629745772020477
677,47,5,12281.211945078001,24.562423890156005,0.012281211945078002,0.28162454167817863
678,47,6,10858.547070200064,21.717094140400132,0.010858547070200066,0.24417859374185924
679,47,7,12908.183937760965,25.81636787552193,0.012908183937760965,0.29647158741431934
680,47,8,11839.301251803668,23.678602503607344,0.01183930125180367,0.2866875688908295
681,47,9,9246.888892755776,18.49377778551155,0.009246888892755776,0.2227789952275236
682,47,10,9705.755110585069,24.264387776462673,0.012132193888231335,0.29502012960147966
683,47,11,7738.609749418417,19.34652437354604,0.00967326218677302,0.24012668940347023
684,47,12,8817.066682080926,22.042666705202315,0.011021333352601158,0.2739316928957823
685,47,13,11253.76934294005,22.507538685880096,0.011253769342940048,0.28664316310880417
686,47,14,8558.261880173224,17.116523760346446,0.008558261880173224,0.22629753089433746
687,47,15,11671.285468778284,23.34257093755657,0.011671285468778284,0.3124242706937792
688,47,16,10971.293852012343,21.94258770402469,0.010971293852012343,0.3070997171166019
689,47,17,11105.97011764001,22.21194023528002,0.01110597011764001,0.3094349177986039
690,47,18,10648.4900938357,21.2969801876714,0.0106484900938357,0.3020739578263275
691,47,19,10724.98111233476,21.449962224669523,0.010724981112334761,0.31267533334169745
692,47,20,11701.922928272843,23.403845856545683,0.011701922928272842,0.3292597523214523
693,47,21,12391.642153286642,24.783284306573282,0.012391642153286642,0.37143465076341575
694,47,22,11729.323590081436,23.458647180162874,0.011729323590081437,0.3401397597510766
695,47,23,12528.819658292678,25.05763931658536,0.012528819658292679,0.3675694096738137
696,47,24,12493.128432871032,24.986256865742064,0.012493128432871032,0.3624353658060423
